brand,title,type,price,priceWithCurrency,available,availableText,sold
Dolce & Gabbana,Dolce & Gabbana Devotion 1.7 oz EDP Perfume for Women New In Box,Eau de Parfum,58.69,US $58.69,10.0,More than 10 available / 23 sold,23.0
Kim Kardashian,Kim Kardashian True Reflection Eau De Parfum Spray. Perfume for Women. 1 fl.oz,Eau de Parfum,9.49,US $9.49/ea,5.0,5 available / 491 sold,491.0
Calvin Klein,Euphoria by Calvin Klein 6.7 oz Sensual Skin Body Lotion for Women Brand New,Body Lotion,18.88,US $18.88/ea,10.0,"More than 10 available / 2,002 sold",2002.0
Sisley,Eau de Campagne by Sisley Perfumed Deodorant 5 fl oz / 150 ml *NEW IN BOX*,deodorant,49.99,US $49.99,0.0,Last One / 11 sold,11.0
Valentino,Voce Viva by Valentino 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,84.97,US $84.97,0.0,Limited quantity available / 146 sold,146.0
Anna Sui,"ANNA SUI Sundae 3-Piece Minature Set (Pretty Pink, Mellow Yellow & Violet Vibe)",Eau de Toilette,69.89,US $69.89/ea,6.0,6 available / 24 sold,24.0
Narciso Rodriguez,NARCISO RODRIGUEZ NARCISO EAU DE PARFUM SPRAY 30 ML/1 FL.OZ.,Eau de Parfum,125.0,US $125.00,6.0,6 available / 6 sold,6.0
Fuller Armand Dupree,Vivir By Lucia Mendez CON FEROMONAS Perfume Para Dama 60ml DE FULLER MEXICO,Perfume,36.99,US $36.99,10.0,More than 10 available / 31 sold,31.0
Creed,Creed Queen of Silk Eau De Parfum 2.5oz 75ml Tester With Lid,Eau de Parfum,275.0,US $275.00,0.0,Last One / 4 sold,4.0
Jo Malone,Jo Malone Incense & Cedrat Cologne Intense Spray Women's Eau de 3.4 fl oz/100ml,Eau de Cologne,76.99,US $76.99,9.0,9 available / 1 sold,1.0
dossier,Dossier Floral Honeysuckle Eau de Parfum Spray 1.7 Oz EDP Perfume NEW No Box,Perfume,22.99,US $22.99,9.0,9 available / 39 sold,39.0
Victoria's Secret,VICTORIA'S SECRET CRUSH FRAGRANCE BODY MIST SPRAY 8.4 FL OZ,Fragrance Mist,24.95,US $24.95,10.0,More than 10 available / 54 sold,54.0
Unbranded,USA Perfume Bottle Spray Atomizer Pump Ball / Bulb & Tube / Hose Replacement,Perfume,13.5,US $13.50/ea,4.0,4 available / 145 sold,145.0
PRADA,Prada Paradoxe Intense Women Eau De Parfum Spray 1.6 oz 50ml New In Box,Eau de Parfum,88.0,US $88.00/ea,2.0,2 available / 13 sold,13.0
Maison Alhambra,Maison Alhambra Ladies Pink Shimmer Secret Intense EDP Spray 3.38 oz Fragrances,Fragrances,15.97,US $15.97,3.0,3 available / 13 sold,13.0
Jo Malone,"Jo Malone London Cologne Spray ,Travel Size 9ml/0.3oz **Choose Your Scent** NEW",Eau de Cologne,16.98,US $16.98/ea,10.0,More than 10 available / 27 sold,27.0
Calvin Klein,Eternity For Women By Calvin Klein Eau De Parfum Spray 1 Fl Oz LOT OF 2,Eau de Parfum,22.99,US $22.99/ea,10.0,More than 10 available / 7 sold,7.0
Juicy Couture,VIVA LA JUICY by JUICY COUTURE Eau De PARFUM SPRAY 1 OZ / 30mL,Eau de Parfum,18.95,US $18.95,10.0,More than 10 available / 34 sold,34.0
Maison Alhambra,Maison Alhambra Ladies Reyna Pour Femme EDP 3.4 oz Fragrances 6290360590721,Fragrances,27.89,US $27.89,3.0,3 available / 8 sold,8.0
Acqua di Parma,Acqua Di Parma Blu Mediterraneo Mirto Di Panarea Eau De Toilette  75 ml 2.5 oz,Eau de Toilette,34.99,US $34.99,2.0,2 available / 8 sold,8.0
Al Haramain,L'aventure Ciel by Al Haramain Eau De Parfum 3.33oz/100ml Spray New With Box,Eau De Parfum,33.75,US $33.75,10.0,More than 10 available / 10 sold,10.0
Gucci,Gucci Flora Gorgeous Jasmine 3.3 oz EDP Perfume for Women New In Box,Eau de Parfum,87.52,US $87.52,10.0,More than 10 available / 188 sold,188.0
Aquolina,"Pink Sugar Creamy Sunshine by Aquolina, 3.4 oz EDT Spray for Women",Eau De Toilette,19.73,US $19.73/ea,10.0,More than 10 available / 107 sold,107.0
BURBERRY,"BURBERRY HER Eau De Parfum FOR WOMEN Mini .16oz, 5ml /FREE TRAVEL SPRAY",Eau de Parfum,17.89,US $17.89,10.0,More than 10 available / 360 sold,360.0
Victoria's Secret,Victoria's Secret DREAM ANGELS DESIRE 4.2 oz Eau De Parfum Spray,Eau de Parfum,99.99,US $99.99/ea,6.0,6 available / 3 sold,3.0
Parfums de Marly,"Parfums de Marly Oriana by Parfums de Marly, 2.5 oz EDP Spray women",Eau de Parfum,99.99,US $99.99,0.0,Last One / 7 sold,7.0
As Shown,Burberry Her Eau De Toilette for Women 3.3 oz EDT Spray New in Box Sealed,Eau de Toilette,59.99,US $59.99,0.0,Last One / 11 sold,11.0
Jimmy Choo,JIMMY CHOO FLASH by Jimmy Choo 3.3 / 3.4 oz EDP Perfume Women NEW IN BOX,Eau de Perfume,37.02,US $37.02/ea,25.0,"25 available / 1,926 sold",1926.0
Unbranded,30ml Venom Pheromone Perfume Collection Floral Scent Fragrance Perfume For Women,Esprit de Parfum,12.95,US $12.95,10.0,More than 10 available / 42 sold,42.0
Britney Spears,Fantasy Jungle by Britney Spears 3.3 oz EDT Perfume for Women New In Box,Eau de Toilette,24.99,US $24.99,4.0,4 available / 21 sold,21.0
Elizabeth Arden,Classic Red Door Elizabeth Arden Women 3.3 3.4 oz 100 ml Edt Spray Same As Photo,Eau de Toilette,36.94,US $36.94/ea,7.0,7 available / 233 sold,233.0
Yves Saint Laurent,Black Opium by Yves Saint Laurent EDP for Women 3.0 oz / 90 ml NEW,Eau de Parfum,39.95,US $39.95/ea,10.0,More than 10 available / 3 sold,3.0
Parfums de Marly,Parfums de Marly 2.5 oz Parfums de Marly Oriana Eau De Parfum Spray,Eau de Parfum,89.99,US $89.99,5.0,5 available / 6 sold,6.0
Dolce&Gabbana,Dolce Shine by Dolce & Gabbana 2.5 oz EDP Perfume for Women Brand New Tester,Eau de Parfum,34.76,US $34.76,0.0,Last One / 144 sold,144.0
Carolina Herrera,Good Girl Dazzling Garden by Carolina Herrera 2.7oz Eau de Parfum Spray. New Box,Eau de Parfum,90.0,US $90.00/ea,10.0,10 available / 75 sold,75.0
Dolce&Gabbana,Light Blue by Dolce & Gabbana for Women EDT 3.3 FL OZ/ 100ML New Sealed Packed,Eau de Toilette,27.99,US $27.99,2.0,2 available / 8 sold,8.0
Maison Margiela,Maison Margiela Replica Lazy Sunday Morning Eau de Toilette 3.4 oz New in Box,Eau de Toilette,48.88,US $48.88,10.0,More than 10 available / 4 sold,4.0
Sol De Janeiro,Sol de Janeiro SOL Cheirosa '62 Eau de Parfum 1.7 oz / 50ML NIB Factory Sealed,Eau de Parfum,59.98,US $59.98/ea,10.0,More than 10 available / 5 sold,5.0
Versace,Versace Dylan Turquoise by Gianni Versace 3.4 oz EDT Perfume for Women NiB,Eau de Toilette,39.55,US $39.55/ea,0.0,"Limited quantity available / 1,059 sold",1059.0
Marc Jacobs,Marc Jacobs Perfect Intense Eau De Parfum 3.3 oz 100ml-Brand New Imperfect Box,Eau de Parfum,65.95,US $65.95,10.0,More than 10 available / 150 sold,150.0
Givenchy,L'Interdit Intense Rouge by Givenchy perfume for women EDP 2.7 oz New Tester,Eau de Perfume,63.25,US $63.25/ea,86.0,86 available / 116 sold,116.0
Giorgio Armani,My Way  by Giorgio Armani EDP for Women 1.7 oz / 50ml *NEW IN BOX*,Eau de Parfum,50.99,US $50.99,10.0,More than 10 available / 27 sold,27.0
Fragonard,Good Girl by Carolina Herrera 2.7 Fl oz Spray Eau De Parfum Women's,Spray,44.99,US $44.99/ea,10.0,More than 10 available / 2 sold,2.0
Versace,Red Jeans by Versus Versace 2.5 oz Perfume for Women New In Box,Eau de Toilette,18.81,US $18.81/ea,4.0,"4 available / 1,960 sold",1960.0
Armaf,Armaf Ladies The Pride Of Armaf White EDP Spray 3.4 oz Fragrances 6294015138320,Fragrances,26.31,US $26.31,3.0,3 available / 20 sold,20.0
PRADA,Prada Candy Perfume 2.7oz EDP Sweetly Luxurious and New Enchanting,Eau de Parfum,35.99,US $35.99/ea,6.0,6 available / 13 sold,13.0
Jovan,JOVAN MUSK by COTY Perfume 3.25 oz New in Box,Eau de Cologne,11.94,US $11.94/ea,82.0,"82 available / 1,286 sold",1286.0
Victoria's Secret,VICTORIA'S SECRET HEAVENLY PARFUM EAU DE PARFUM 3.4 fl. oz. /  100ml,Eau de Parfum,28.0,US $28.00,4.0,4 available / 5 sold,5.0
Jo Malone,Jo Malone Peony & Blush Suede Eau de Cologne 3.4Fl Oz / 100 ML Perfume,Perfume,49.99,US $49.99,9.0,9 available / 13 sold,13.0
Jo Malone,Jo Malone Dark Amber &Ginger Lily Cologne Intense Women's Eau de 3.4 fl oz/100ml,Eau de Cologne,79.99,US $79.99,6.0,6 available / 4 sold,4.0
Atlantic,Cry Baby Perfume 1ml ONLY,Perfume,55.0,US $55.00,6.0,6 available / 12 sold,12.0
Maison Alhambra,Glacier Bold EDP Perfume By Maison Alhambra Lattafa 100 ML🥇Hot New Release🥇,Eau de Parfum,39.99,US $39.99/ea,23.0,23 available / 48 sold,48.0
Philosophy,Philosophy Amazing Grace Lavender Eau de Toilette EDT Spray 4oz 120ml NOT SEALED,Eau de Toilette,32.99,US $32.99,4.0,4 available / 9 sold,9.0
Ellis Brooklyn,NWB Ellis Brooklyn Biography Fragrance Discovery Set,Discovery Set,17.0,US $17.00,0.0,,0.0
Jo Malone,Jo Malone English Pear & Freesia 3.4oz Women's Eau de Cologne Spray,Eau de Cologne,66.95,US $66.95,10.0,More than 10 available / 6 sold,6.0
Carolina Herrera,Carolina Herrera Very Good Girl 2.7o 80 Ml Eau De Partum Brand New Sealed Box,Eau de Parfum,51.99,US $51.99/ea,8.0,8 available / 12 sold,12.0
Narciso Rodriguez,Narciso Rodriguez For Her 3.3oz EDP Signature Women's Perfume Spray New,Eau de Parfum,34.99,US $34.99/ea,10.0,More than 10 available / 26 sold,26.0
L'Artisan,L'Artisan Parfumeur 'Mon Numero 10' Eau de Parfum 0.7oz/30ml New In Box,Eau De Parfum,48.93,US $48.93,10.0,More than 10 available / 37 sold,37.0
CHANEL,new Chanel PARIS Gardenia 4ml .12 OZ BOXED Miniature EAU DE PARFUME EDP,Eau de Parfum,27.0,US $27.00,2.0,2 available / 8 sold,8.0
Afnan,9 am Pour Femme by Afnan 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,29.95,US $29.95/ea,4.0,4 available / 40 sold,40.0
Versace,Versace Bright Crystal Absolu by Versace 3.0 oz EDP Perfume for Women Tester,Eau de Parfum,45.98,US $45.98/ea,0.0,"Limited quantity available / 5,166 sold",5166.0
Juliette has a gun,Juliette Has a Gun Not a Perfume Womens EDP Travel Size 5.5 ML / 0.17 oz NWOB,Eau de Parfum,11.99,US $11.99/ea,10.0,More than 10 available / 19 sold,19.0
Juicy Couture,JUICY COUTURE SOLID PERFUME STICK for Women 0.17 oz Mini NEW Free Ship,SOLID PERFUME STICK,5.65,US $5.65/ea,6.0,6 available / 178 sold,178.0
Dolce&Gabbana,Dolce & Gabbana Light Blue 6.7 fl oz Eau De Toilette Spray Women's New & Sealed,Eau de Toilette,53.99,US $53.99/ea,9.0,9 available / 3 sold,3.0
Clubman Pinaud,Blue Waltz Perfume 0.63 fl oz,Perfume,8.34,US $8.34,10.0,More than 10 available / 409 sold,409.0
Lomani,SPICE ADDICT PRIVATE COLLECTION BY LOMANI EDP  Spray 3.3 oz-100 ml NEW & SEALED.,Eau de Parfum,84.0,US $84.00,0.0,,0.0
Tommy Hilfiger,TOMMY GIRL by TOMMY HILFIGER for Women 0.5 oz Eau de Toilette Spray NEW IN BOX,Eau de Toilette,11.95,US $11.95/ea,8.0,8 available / 14 sold,14.0
Dolce&Gabbana,Dolce&Gabbana Light Blue Forever for Women 3.38 fl oz Eau de Parfum Spray,Eau de Parfum,45.11,US $45.11,3.0,3 available / 5 sold,5.0
Dolce&Gabbana,Light Blue by Dolce & Gabbana for women EDT 3.3 / 3.4 oz SEALED NEW,Eau de Toilette,28.85,US $28.85/ea,7.0,7 available / 82 sold,82.0
Liz Claiborne,Curve Crush by Liz Claiborne EDT Perfume for Women 3.3 / 3.4 oz New In Box,Eau de Toilette,22.23,US $22.23/ea,10.0,"More than 10 available / 3,584 sold",3584.0
Lancôme,La Vie Est Belle INTENSEMENT by Lancome EDP for Women 3.4 oz /100ml *NEW IN BOX*,Eau de Parfum,74.99,US $74.99,10.0,More than 10 available / 160 sold,160.0
Banana Republic,Banana Republic Wildbloom Vert 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,20.3,US $20.30/ea,6.0,6 available / 998 sold,998.0
Lolita Lempicka,Lolita Lempicka by Lolita Lempicka 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,39.82,US $39.82/ea,10.0,"More than 10 available / 2,143 sold",2143.0
MONTALE,Roses Musk by Montale perfume for women EDP 3.3 / 3.4 oz New In Box,Eau de Parfum,55.66,US $55.66/ea,23.0,23 available / 268 sold,268.0
Estée Lauder,Knowing by Estee Lauder 2.5 oz EDP Perfume for Women New In Box,Eau de Parfum,42.69,US $42.69/ea,10.0,More than 10 available / 868 sold,868.0
Britney Spears,Believe by Britney Spears 3.3 / 3.4 oz EDP Perfume for Women NEW IN BOX,Eau de Parfum,22.36,US $22.36/ea,46.0,46 available / 177 sold,177.0
Dolce&Gabbana,Dolce & Gabbana Light Blue 1.7 oz./ 50 ml. Eau de Toilette Spray for Women New,Eau de Toilette,38.0,US $38.00/ea,10.0,10 available / 11 sold,11.0
ISSEY MIYAKE,L'eau D'Issey by Issey Miyake EDT Perfume for Women 1.6 oz New In Box,Eau de Toilette,31.87,US $31.87/ea,6.0,6 available / 258 sold,258.0
M·A·C,"M.A.C TURQUATIC Fragrance Blend Parfume Spray, 0.68 Fl Oz. / 20 mL, New In Box",Perfume,29.5,US $29.50,5.0,5 available / 7 sold,7.0
Parfums de Marly,1 Vial SEDLEY by PARFUMS DE MARLY for Women 0.05 oz 1.5 ml Eau de Parfum Spray,Eau de Parfum,8.99,US $8.99/ea,5.0,5 available / 126 sold,126.0
As Show,L'Imperatrice 3 by D&G 3.3 oz 100ml Eau de Toilette Perfume for Women New In Box,Eau de Toilette,32.99,US $32.99/ea,4.0,4 available / 14 sold,14.0
Thierry Mugler,Alien by Thierry Mugler 3.4 oz EDP Refill Perfume for Women New In Box,Eau de Parfum,76.34,US $76.34/ea,3.0,3 available / 92 sold,92.0
Versace,Yellow Diamond by Gianni Versace for women EDT 3.0 oz New Tester,Eau de Toilette,37.63,US $37.63/ea,12.0,"12 available / 1,909 sold",1909.0
Salvatore Ferragamo,SALVATORE FERRAGAMO POUR FEMME edp Perfume for women 3.4 / 3.3 oz New in Box,Eau de Parfum,29.25,US $29.25/ea,56.0,"56 available / 1,347 sold",1347.0
Clinique,Happy by Clinique Women's Eau de Parfum - 100ml,Perfume,23.89,US $23.89/ea,10.0,More than 10 available / 1 sold,1.0
Versace,Mini Versace Dylan Blue Pour Femme 0.17 oz EDP Perfume for Women New In Box,Esprit de Parfum,9.39,US $9.39,10.0,More than 10 available / 336 sold,336.0
Yves Saint Laurent,Mon Paris by Yves Saint Laurent Eau De Parfum 3oz 90ml Perfume New Sealed in Box,Eau de Parfum,34.99,US $34.99/ea,6.0,6 available / 18 sold,18.0
Anna Sui,Anna Sui Ladies Sky EDT 2.5 oz (Tester) Fragrances 085715064172,Fragrances,32.39,US $32.39,3.0,3 available / 4 sold,4.0
Dolce&Gabbana,Dolce & Gabbana Light Blue 3.3 /3.4 oz Women’s Eau de Toilette Spray New Sealed,Eau de Toilette,29.75,US $29.75/ea,9.0,9 available / 108 sold,108.0
Jimmy Choo,Jimmy Choo Rose Passion By Jimmy Choo for her EDP 3.3 / 3.4 oz New Tester,Eau de Perfume,36.94,US $36.94/ea,214.0,214 available / 30 sold,30.0
Givenchy,Givenchy L'interdit Nocturnal Jasmine 50ml / 1.7 oz EDP Spray Edition Millesime,Eau de Toilette,94.99,US $94.99/ea,2.0,2 available / 4 sold,4.0
Yves Saint Laurent,Yves Saint Laurent Mon Paris Eau De Parfum 3 oz/90 ml for Women,Eau De Parfum,36.68,US $36.68/ea,10.0,More than 10 available / 5 sold,5.0
Giorgio Armani,Armani Si by Giorgio Armani Eau De Parfum 3.4 fl oz Spray Women's New & Sealed,Eau de Parfum,41.99,US $41.99/ea,2.0,2 available / 3 sold,3.0
Lattafa,Yara by Lattafa Perfumes Femme Concentrated Oil Fragrance Roll-On (10mL),Perfume,7.2,US $7.20/ea,10.0,More than 10 available / 128 sold,128.0
Carolina Herrera,GOOD GIRL NEW YORK By CAROLINA HERRERA Dot Drama Black EDP  2.7 Fl Oz/80ml,Eau de Parfum,139.99,US $139.99,3.0,3 available / 43 sold,43.0
Baby Phat,Baby Phat Goddess by Kimora Lee Simmons 1.7oz  EDP Spray Perfume  (Pink) Rare,Eau de Parfum,79.95,US $79.95,3.0,3 available / 1 sold,1.0
Lancôme,Lancome Idole Now 3.4oz / 100ml Eau De Parfum Spray For Women New In Box,Eau de Parfum,69.99,US $69.99,4.0,4 available / 23 sold,23.0
Jo Malone,"Jo Malone London English Pear & Sweet Pea Cologne, Large Size 3.4oz/100mL,NEW",Eau de Cologne,99.0,US $99.00,2.0,2 available / 2 sold,2.0
Lancôme,Lancome Tresor 3.4 oz EDP Romantic Women's Perfume Spray Timeless Fragrance,Eau de Parfum,44.99,US $44.99/ea,10.0,More than 10 available / 9 sold,9.0
Ariana Grande,Cloud by Ariana Grande 3.4 oz EDP Perfume for Women New in Box 2-5 Days Delivery,Eau de Parfum,29.6,US $29.60/ea,6.0,6 available / 20 sold,20.0
MEM,Complete Set of 7 Love's Baby Soft by MEM  Unboxed Original 90s pl read below,Cologne,28.0,US $28.00/ea,10.0,More than 10 available / 6 sold,6.0
Maison Margiela,Maison Margiela Replica Sailing Day Eau de Toilette 3.4 oz New in Box US,Eau de Toilette,48.88,US $48.88,10.0,More than 10 available / 48 sold,48.0
Escada,Escada Santorini Sunrise by Escada Eau De Toilette Spray 3.4oz/100ml for Women,Eau De Toilette Spray 3.4 oz,38.01,US $38.01/ea,10.0,More than 10 available / 32 sold,32.0
Khadlaj,Shiyaaka KHADLAJ 100ML 3.4.OZ EAU DE PARFUM SPRAY,Eau de Parfum,38.0,US $38.00,0.0,Last One / 8 sold,8.0
Ariana Grande,Cloud by Ariana Grande Perfume 3.4 oz Eau de Parfum EDP for Women BRAND NEW!!,Eau de Parfum,32.0,US $32.00/ea,9.0,9 available / 10 sold,10.0
Burberry,Burberry Goddess EDP Eau De Parfum Spray 3.3 oz New In Sealed Box GIFT,Eau de Parfum,95.0,US $95.00,0.0,,0.0
Gwen Stefani,L Lamb By Gwen Stefani Perfume Women 3.4 oz 100ML EDP Spray (T) Very Rare!,Eau de Parfum,150.0,US $150.00,0.0,Last One / 62 sold,62.0
Jimmy Choo,"I Want Choo Forever by Jimmy Choo, 3.3 oz EDP Spray for Women",Eau De Parfum,58.62,US $58.62/ea,10.0,More than 10 available / 48 sold,48.0
Kate Spade,LIVE COLORFULLY SUNSET by Kate Spade women perfume 3.4 oz 3.3 edp NEW TESTER,Eau de Perfume,20.93,US $20.93,0.0,Last One / 243 sold,243.0
Dior,Miss Dior Rose N'Roses by Christian Dior for women EDT 3.3 / 3.4 oz New In Box,Eau de Toilette,85.67,US $85.67,0.0,Last One / 85 sold,85.0
Marc Jacobs,Daisy Marc Jacobs Eau So Fresh POP 2.5 oz/ 75 ml EDT Spray for Women. New in Box,Eau de Toilette,74.99,US $74.99/ea,10.0,10 available / 13 sold,13.0
Unbranded,50ml Pheromone Perfume Spray for Women Lady Attractant Men Long Lasting Gifts,Perfume,8.99,US $8.99,10.0,More than 10 available / 120 sold,120.0
Burberry,Burberry Her 3.3 oz EDT eau de toilette Spray Womens Perfume 100 ml New In Box,Eau de Toilette,49.99,US $49.99/ea,10.0,More than 10 available / 22 sold,22.0
Jo Malone,Jo Malone Orris & Sandalwood Cologne Intense Women's Eau de 3.4 fl oz/100ml,Eau de Cologne,86.99,US $86.99,4.0,4 available / 6 sold,6.0
Chloé,Nomade by Chloe perfume for women EDP 2.5 oz New In Box,Eau de Parfum,67.14,US $67.14/ea,4.0,4 available / 124 sold,124.0
Dolce & Gabbana,Light Blue Summer Vibes by Dolce & Gabbana 3.3 oz EDT Perfume Women New In Box,Eau de Toilette,52.38,US $52.38,10.0,More than 10 available / 27 sold,27.0
Dossier,Dossier Citrus Peony Eau de Parfum. Size: 50ml / 1.7oz,Eau de Parfum,22.0,US $22.00/ea,10.0,More than 10 available / 18 sold,18.0
Jo Malone,Jo Malone Saffron Cologne Intense Spray Women's Eau de 3.4 fl oz/100ml,Eau de Cologne,86.99,US $86.99,5.0,5 available / 5 sold,5.0
Juliette has a gun,"Juliette Has a Gun PEAR INC. 1.7 oz. Eau de Parfum Spray, New in Sealed Box",Eau de Parfum,54.95,US $54.95/ea,10.0,10 available / 18 sold,18.0
CHANEL,Chanel Chance Eau Fraiche EDT Eau de Toilette Spray 3.4 Oz 100 Ml (Sealed Box),Eau de Toilette,115.22,US $115.22,8.0,8 available / 5 sold,5.0
Jeanne Arthes,Jeanne Arthes Boum Candy Land Eau de Parfum Women Vanille Sa Pomme d'Amour 100ml,Eau de Parfum,29.66,US $29.66,10.0,More than 10 available / 163 sold,163.0
Burberry,BURBERRY LONDON WOMEN *CLASSIC* 0.15 oz / 4.5 ML Eau De Parfum Miniature In Box,Eau de Parfum,11.49,US $11.49,10.0,More than 10 available / 20 sold,20.0
Britney Spears,Circus Fantasy by Britney Spears 3.3 oz EDP Perfume for Women New In Box,Eau de Parfum,19.75,US $19.75/ea,4.0,4 available / 194 sold,194.0
Avon,SWEET HONESTY BY AVON | DISCONTINUED 1.7 OZ COLOGNE SPRAY  FREE FAST SHIPPING,Eau de Cologne,16.95,US $16.95,10.0,More than 10 available / 90 sold,90.0
Clean,CLEAN RESERVE Six Piece Spray Travel Layering Collection Perfume 6 X 5ml/0.17oz,Eau de Parfum,23.89,US $23.89/ea,7.0,7 available / 82 sold,82.0
Gucci,Gucci Flora Eau De Parfum 3 Pcs Set  / New With Box,Eau De Parfum 3 Pcs Set,52.99,US $52.99,10.0,More than 10 available / 4 sold,4.0
Dolce & Gabbana,"Light Blue by Dolce & Gabbana, 6.7 oz EDT Spray for Women",Eau De Toilette,65.55,US $65.55/ea,10.0,"More than 10 available / 1,355 sold",1355.0
Juliette has a gun,VANILLA VIBES BY JULIETTE HAS A GUN-EDP-SPRAY-3.3 OZ-100 ML-AUTHENTIC-U/B-FRANCE,Eau de Parfum,56.99,US $56.99/ea,2.0,2 available / 2 sold,2.0
Lancôme,Idole by Lancome Eau de Parfum EDP Perfume for Women 2.5 oz New in Box,Eau de Parfum,49.99,US $49.99,10.0,More than 10 available / 22 sold,22.0
Ralph Lauren,Ralph Lauren ROMANCE Women 6.7 oz 200 ml Sensuous Body Moisturizer Lotion Sealed,Sensuous Body Moisturizer,28.4,US $28.40/ea,10.0,More than 10 available / 65 sold,65.0
Elizabeth Arden,ARDEN BEAUTY by Elizabeth Arden 3.3 / 3.4 oz EDP for Women New In Box Sealed,Eau de Parfum,16.82,US $16.82/ea,111.0,111 available / 662 sold,662.0
Jean Paul Gaultier,JEAN PAUL GAULTIER CLASSIQUE edt perfume spray 3.3 oz 3.4 Women NEW tester,Eau de Toilette,58.94,US $58.94/ea,95.0,95 available / 129 sold,129.0
Carolina Herrera,Carolina Herrera Good Girl BLUSH Womens Perfume EDP Mini 0.24 oz NWOB,Eau de Parfum,24.99,US $24.99,6.0,6 available / 55 sold,55.0
Givenchy,Amarige by Givenchy EDT Perfume for Women 3.3 / 3.4 oz Brand New Tester,Eau de Toilette,45.98,US $45.98,0.0,Last One / 425 sold,425.0
Victoria's Secret,Victoria's Secret Bombshell FINE Body LOTION Fragrance Perfume 250ml,Lotion,18.5,US $18.50,5.0,5 available / 2 sold,2.0
Daddy Yankee,Dyamante by Daddy Yankee 3.4 oz Eau De Parfum Spray for women New in box,Eau de Parfum,12.15,US $12.15/ea,6.0,6 available / 533 sold,533.0
Carolina Herrera,Good Girl Perfume by Carolina Herrera 5.1 oz. Eau de Parfum Spray. New. NO Box,Eau de Parfum,89.99,US $89.99/ea,10.0,10 available / 285 sold,285.0
Classic Erotica,Pure Instinct Pheromone Oil For Her .5oz,Perfume Oil,13.12,US $13.12/ea,10.0,More than 10 available / 96 sold,96.0
Avon,Avon Women Fragrance Perfume Spray HAIKU 1.7oz  New In Box| FREE Travel spray,Perfume,16.89,US $16.89,10.0,More than 10 available / 177 sold,177.0
Pacifica,Pacifica Tahitian Gardenia Perfume - Purse Travel Rollerball .33oz/10ml,Perfume,14.9,US $14.90/ea,10.0,More than 10 available / 56 sold,56.0
Dior,NIB {Dior} Miss Dior Rose N Roses Women's Eau de Toilette Miniature 0.17 fl oz,Eau de Toilette,19.48,US $19.48,10.0,More than 10 available / 4 sold,4.0
Bvlgari,New Women's EDT Perfume Bvlgari Omnia Paraiba Eau De Toilette Spray 2.2 oz,Eau de Toilette,33.86,US $33.86/ea,8.0,8 available / 18 sold,18.0
Jo Malone,Jo Malone London English Pear & Sweet Pea Cologne travel size 9ml/0.3fl.oz NEW!!,Eau de Cologne,16.99,US $16.99,10.0,10 available / 39 sold,39.0
Bvlgari,BVLGARI ROSE GOLDEA BLOSSOM DELIGHT EAU DE PARFUM 0.5OZ 15ML VAPORISATEUR  SPRAY,Eau de Parfum,24.5,US $24.50/ea,10.0,More than 10 available / 18 sold,18.0
Versace,Versense By Versace EDT For Women 3.4 oz / 100 ml *NEW*,Eau de Toilette,38.99,US $38.99,10.0,More than 10 available / 19 sold,19.0
Montale,Montale Intense Cafe by Montale  EAU DE PARFUM SPRAY 3.4 OZ NEW IN BOX,Eau de Parfum,65.5,US $65.50,0.0,Last One / 46 sold,46.0
HUGO BOSS,Boss Ma Vie Pour Femme by Hugo Boss 2.5 oz EDP Perfume for Women New In Box,Eau de Parfum,29.79,US $29.79/ea,10.0,More than 10 available / 541 sold,541.0
Dolce&Gabbana,The Only One by Dolce & Gabbana perfume for women EDP 3.3 / 3.4 oz New Tester,Eau de Parfum,50.22,US $50.22/ea,8.0,8 available / 380 sold,380.0
Montblanc,Montblanc - Signature Eau De Parfum Spray  50ml/1.7oz,Fragrances,31.01,US $31.01,3.0,3 available / 6 sold,6.0
Dossier,Dossier Gourmand White Flowers 1.7 oz Cologne Spray New No Box,Cologne Spray,22.99,US $22.99,10.0,More than 10 available / 23 sold,23.0
Christian Audigier,Ed Hardy by Christian Audigier Perfume for Women edp 3.4 oz Brand New In Box,Eau de Parfum,22.9,US $22.90/ea,0.0,"Limited quantity available / 3,510 sold",3510.0
Mancera,Red Tobacco by Mancera 4 oz EDP Perfume for Men New in Box,Eau de Parfum,55.99,US $55.99/ea,10.0,More than 10 available / 25 sold,25.0
Snif,"Snif : Sweet Ash .07 FL. OZ. - Juniper, Fir Balsam, White Moss & Cedarwood",Perfume,14.95,US $14.95,0.0,,0.0
Estée Lauder,Estee Lauder Beautiful Perfume Eau de Parfum Spray 1 oz 30ml (SEALED AUTHENTIC!),Eau de Parfum,23.99,US $23.99,8.0,8 available / 26 sold,26.0
Marc Jacobs,"Daisy Eau So Fresh by Marc Jacobs 4.25 Oz / 125 Ml – EDP Spray, Sealed",Eau de Toilette,39.99,US $39.99/ea,5.0,5 available / 32 sold,32.0
Jessica Simpson,Fancy Love by Jessica Simpson 8 oz Body Mist for Women Brand New,Fragrance Mist,10.98,US $10.98,10.0,10 available / 279 sold,279.0
